ï»¿NUMBER,DRIVER_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1,S1_IMPROVEMENT,S2,S2_IMPROVEMENT,S3,S3_IMPROVEMENT,KPH,ELAPSED,HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,Unnamed: 21,file_loc,ï»¿POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,Unnamed: 22,MANUFACTURER,Unnamed: 25
11.0,0.0,11.0,1:48.421,0.0,,38.289,0.0,35.458,0.0,34.674,0.0,114.7,25:33.254,16:34,0:38.289,0:35.458,0:34.674,,Lucas di Grassi,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,0.0,12.0,1:48.461,0.0,,38.569,0.0,35.331,0.0,34.561,0.0,114.6,27:21.715,16:36,0:38.569,0:35.331,0:34.561,,Lucas di Grassi,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,0.0,13.0,3:12.931,0.0,B,37.910,0.0,35.554,0.0,1:59.467,0.0,64.4,30:34.646,16:39,0:37.910,0:35.554,1:59.467,,Lucas di Grassi,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,0.0,14.0,2:09.310,0.0,,59.506,0.0,35.266,0.0,34.538,0.0,96.1,32:43.956,16:41,0:59.506,0:35.266,0:34.538,,Lucas di Grassi,0:01:52.551,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,0.0,15.0,1:47.557,0.0,,37.866,0.0,35.377,0.0,34.314,0.0,115.6,34:31.513,16:43,0:37.866,0:35.377,0:34.314,,Lucas di Grassi,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,0.0,16.0,1:47.406,0.0,,37.683,0.0,35.302,0.0,34.421,0.0,115.7,36:18.919,16:45,0:37.683,0:35.302,0:34.421,,Lucas di Grassi,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,0.0,17.0,1:47.037,0.0,,37.821,0.0,34.993,0.0,34.223,0.0,116.1,38:05.956,16:47,0:37.821,0:34.993,0:34.223,,Lucas di Grassi,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,0.0,18.0,1:47.052,0.0,,37.752,0.0,35.148,0.0,34.152,0.0,116.1,39:53.008,16:48,0:37.752,0:35.148,0:34.152,,Lucas di Grassi,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,0.0,19.0,1:46.718,2.0,,37.479,2.0,34.871,0.0,34.368,0.0,116.5,41:39.726,16:50,0:37.479,0:34.871,0:34.368,,Lucas di Grassi,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,0.0,20.0,1:46.817,0.0,,37.730,0.0,34.982,0.0,34.105,2.0,116.4,43:26.543,16:52,0:37.730,0:34.982,0:34.105,,Lucas di Grassi,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,0.0,21.0,1:46.892,0.0,,37.820,0.0,34.890,0.0,34.182,0.0,116.3,45:13.435,16:54,0:37.820,0:34.890,0:34.182,,Lucas di Grassi,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,0.0,22.0,1:47.465,0.0,,38.254,0.0,34.996,0.0,34.215,0.0,115.7,47:00.900,16:56,0:38.254,0:34.996,0:34.215,,Lucas di Grassi,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,0.0,23.0,1:46.895,0.0,,37.800,0.0,34.792,2.0,34.303,0.0,116.3,48:47.795,16:57,0:37.800,0:34.792,0:34.303,,Lucas di Grassi,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,0.0,24.0,1:47.065,0.0,,37.801,0.0,34.976,0.0,34.288,0.0,116.1,50:34.860,16:59,0:37.801,0:34.976,0:34.288,,Lucas di Grassi,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,0.0,25.0,1:48.553,0.0,,37.870,0.0,35.487,0.0,35.196,0.0,114.5,52:23.413,17:01,0:37.870,0:35.487,0:35.196,,Lucas di Grassi,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,0.0,1.0,2:05.774,0.0,,52.735,0.0,37.193,0.0,35.846,0.0,98.8,2:05.774,16:11,0:52.735,0:37.193,0:35.846,,Michela Cerruti,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,0.0,2.0,3:18.519,0.0,,55.092,0.0,1:16.005,0.0,1:07.422,0.0,62.6,5:24.293,16:14,0:55.092,1:16.005,1:07.422,,Michela Cerruti,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,0.0,3.0,4:25.988,0.0,,1:24.235,0.0,1:43.018,0.0,1:18.735,0.0,46.7,9:50.281,16:18,1:24.235,1:43.018,1:18.735,,Michela Cerruti,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,0.0,4.0,3:19.217,0.0,,1:35.677,0.0,56.694,0.0,46.846,0.0,62.4,13:09.498,16:22,1:35.677,0:56.694,0:46.846,,Michela Cerruti,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,0.0,5.0,1:53.963,0.0,,40.173,0.0,37.251,0.0,36.539,0.0,109.1,15:03.461,16:24,0:40.173,0:37.251,0:36.539,,Michela Cerruti,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,0.0,6.0,1:51.522,0.0,,39.568,0.0,36.950,0.0,35.004,0.0,111.5,16:54.983,16:26,0:39.568,0:36.950,0:35.004,,Michela Cerruti,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,0.0,7.0,1:51.128,0.0,,39.185,0.0,36.667,0.0,35.276,0.0,111.9,18:46.111,16:27,0:39.185,0:36.667,0:35.276,,Michela Cerruti,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,0.0,8.0,1:50.720,0.0,,39.201,0.0,36.488,0.0,35.031,0.0,112.3,20:36.831,16:29,0:39.201,0:36.488,0:35.031,,Michela Cerruti,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,0.0,9.0,1:50.212,0.0,,38.939,0.0,36.465,0.0,34.808,0.0,112.8,22:27.043,16:31,0:38.939,0:36.465,0:34.808,,Michela Cerruti,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,0.0,10.0,1:50.424,0.0,,38.854,0.0,36.520,0.0,35.050,0.0,112.6,24:17.467,16:33,0:38.854,0:36.520,0:35.050,,Michela Cerruti,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,0.0,11.0,1:51.188,0.0,,39.138,0.0,36.768,0.0,35.282,0.0,111.8,26:08.655,16:35,0:39.138,0:36.768,0:35.282,,Michela Cerruti,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,0.0,12.0,1:52.241,0.0,,41.040,0.0,36.286,0.0,34.915,0.0,110.8,28:00.896,16:37,0:41.040,0:36.286,0:34.915,,Michela Cerruti,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,0.0,13.0,3:07.569,0.0,B,39.675,0.0,36.545,0.0,1:51.349,0.0,66.3,31:08.465,16:40,0:39.675,0:36.545,1:51.349,,Michela Cerruti,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,0.0,14.0,2:10.130,0.0,,58.723,0.0,36.383,0.0,35.024,0.0,95.5,33:18.595,16:42,0:58.723,0:36.383,0:35.024,,Michela Cerruti,0:01:40.964,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,0.0,15.0,1:49.469,2.0,,38.695,0.0,36.113,0.0,34.661,2.0,113.6,35:08.064,16:44,0:38.695,0:36.113,0:34.661,,Michela Cerruti,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,0.0,16.0,1:49.822,0.0,,38.784,0.0,36.086,2.0,34.952,0.0,113.2,36:57.886,16:46,0:38.784,0:36.086,0:34.952,,Michela Cerruti,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,0.0,17.0,1:49.830,0.0,,38.685,0.0,36.129,0.0,35.016,0.0,113.2,38:47.716,16:47,0:38.685,0:36.129,0:35.016,,Michela Cerruti,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,0.0,18.0,1:49.913,0.0,,38.667,0.0,36.360,0.0,34.886,0.0,113.1,40:37.629,16:49,0:38.667,0:36.360,0:34.886,,Michela Cerruti,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,0.0,19.0,2:23.755,0.0,B,38.822,0.0,36.717,0.0,1:08.216,0.0,86.5,43:01.384,16:52,0:38.822,0:36.717,1:08.216,,Michela Cerruti,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,0.0,20.0,2:09.940,0.0,,58.518,0.0,36.313,0.0,35.109,0.0,95.7,45:11.324,16:54,0:58.518,0:36.313,0:35.109,,Michela Cerruti,0:00:58.268,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,0.0,21.0,1:57.799,0.0,,43.147,0.0,39.683,0.0,34.969,0.0,105.5,47:09.123,16:56,0:43.147,0:39.683,0:34.969,,Michela Cerruti,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,0.0,22.0,1:49.843,0.0,,38.552,2.0,36.402,0.0,34.889,0.0,113.2,48:58.966,16:58,0:38.552,0:36.402,0:34.889,,Michela Cerruti,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,0.0,23.0,1:49.623,0.0,,38.648,0.0,36.180,0.0,34.795,0.0,113.4,50:48.589,16:59,0:38.648,0:36.180,0:34.795,,Michela Cerruti,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,0.0,24.0,1:52.786,0.0,,38.583,0.0,36.591,0.0,37.612,0.0,110.2,52:41.375,17:01,0:38.583,0:36.591,0:37.612,,Michela Cerruti,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,0.0,1.0,1:58.271,0.0,,46.394,0.0,36.399,0.0,35.478,0.0,105.1,1:58.271,16:11,0:46.394,0:36.399,0:35.478,,Sam Bird,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,0.0,2.0,3:03.546,0.0,,48.081,0.0,1:16.200,0.0,59.265,0.0,67.7,5:01.817,16:14,0:48.081,1:16.200,0:59.265,,Sam Bird,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,0.0,3.0,4:33.745,0.0,,1:32.065,0.0,1:40.041,0.0,1:21.639,0.0,45.4,9:35.562,16:18,1:32.065,1:40.041,1:21.639,,Sam Bird,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,0.0,4.0,3:24.132,0.0,,1:26.916,0.0,1:05.784,0.0,51.432,0.0,60.9,12:59.694,16:22,1:26.916,1:05.784,0:51.432,,Sam Bird,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,0.0,5.0,1:51.619,0.0,,39.510,0.0,36.202,0.0,35.907,0.0,111.4,14:51.313,16:23,0:39.510,0:36.202,0:35.907,,Sam Bird,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,0.0,6.0,1:48.588,0.0,,38.200,0.0,35.697,0.0,34.691,0.0,114.5,16:39.901,16:25,0:38.200,0:35.697,0:34.691,,Sam Bird,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,0.0,7.0,1:47.480,0.0,,37.843,0.0,35.311,0.0,34.326,0.0,115.7,18:27.381,16:27,0:37.843,0:35.311,0:34.326,,Sam Bird,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,0.0,8.0,1:47.695,0.0,,37.982,0.0,35.278,0.0,34.435,0.0,115.4,20:15.076,16:29,0:37.982,0:35.278,0:34.435,,Sam Bird,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,0.0,9.0,1:47.516,0.0,,37.840,0.0,35.328,0.0,34.348,0.0,115.6,22:02.592,16:31,0:37.840,0:35.328,0:34.348,,Sam Bird,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,0.0,10.0,1:47.735,0.0,,38.020,0.0,35.256,0.0,34.459,0.0,115.4,23:50.327,16:32,0:38.020,0:35.256,0:34.459,,Sam Bird,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,0.0,11.0,1:48.178,0.0,,38.369,0.0,35.259,0.0,34.550,0.0,114.9,25:38.505,16:34,0:38.369,0:35.259,0:34.550,,Sam Bird,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,0.0,12.0,1:48.047,0.0,,38.347,0.0,35.363,0.0,34.337,0.0,115.0,27:26.552,16:36,0:38.347,0:35.363,0:34.337,,Sam Bird,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,0.0,13.0,1:48.542,0.0,,37.902,0.0,35.391,0.0,35.249,0.0,114.5,29:15.094,16:38,0:37.902,0:35.391,0:35.249,,Sam Bird,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,0.0,14.0,3:16.020,0.0,B,38.446,0.0,36.024,0.0,2:01.550,0.0,63.4,32:31.114,16:41,0:38.446,0:36.024,2:01.550,,Sam Bird,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,0.0,15.0,2:06.258,0.0,,56.715,0.0,35.265,0.0,34.278,0.0,98.5,34:37.372,16:43,0:56.715,0:35.265,0:34.278,,Sam Bird,0:01:51.924,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,0.0,16.0,1:46.718,0.0,,37.631,0.0,34.876,0.0,34.211,0.0,116.5,36:24.090,16:45,0:37.631,0:34.876,0:34.211,,Sam Bird,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,0.0,17.0,1:47.738,0.0,,37.599,0.0,34.888,0.0,35.251,0.0,115.4,38:11.828,16:47,0:37.599,0:34.888,0:35.251,,Sam Bird,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,0.0,18.0,1:47.459,0.0,,38.202,0.0,34.912,0.0,34.345,0.0,115.7,39:59.287,16:49,0:38.202,0:34.912,0:34.345,,Sam Bird,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,0.0,19.0,1:47.804,0.0,,37.424,2.0,34.872,0.0,35.508,0.0,115.3,41:47.091,16:50,0:37.424,0:34.872,0:35.508,,Sam Bird,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,0.0,20.0,1:47.146,0.0,,37.838,0.0,34.959,0.0,34.349,0.0,116.0,43:34.237,16:52,0:37.838,0:34.959,0:34.349,,Sam Bird,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,0.0,21.0,1:46.563,2.0,,37.583,0.0,34.944,0.0,34.036,2.0,116.7,45:20.800,16:54,0:37.583,0:34.944,0:34.036,,Sam Bird,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,0.0,22.0,1:46.576,0.0,,37.647,0.0,34.705,2.0,34.224,0.0,116.6,47:07.376,16:56,0:37.647,0:34.705,0:34.224,,Sam Bird,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,0.0,23.0,1:47.166,0.0,,37.482,0.0,35.174,0.0,34.510,0.0,116.0,48:54.542,16:58,0:37.482,0:35.174,0:34.510,,Sam Bird,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,0.0,24.0,1:46.884,0.0,,37.968,0.0,34.822,0.0,34.094,0.0,116.3,50:41.426,16:59,0:37.968,0:34.822,0:34.094,,Sam Bird,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,0.0,25.0,1:48.546,0.0,,37.593,0.0,35.136,0.0,35.817,0.0,114.5,52:29.972,17:01,0:37.593,0:35.136,0:35.817,,Sam Bird,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,0.0,1.0,1:55.325,0.0,,43.945,0.0,36.154,0.0,35.226,0.0,107.8,1:55.325,16:11,0:43.945,0:36.154,0:35.226,,Nick Heidfeld,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,0.0,2.0,2:58.534,0.0,,43.987,0.0,1:12.640,0.0,1:01.907,0.0,69.6,4:53.859,16:13,0:43.987,1:12.640,1:01.907,,Nick Heidfeld,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,0.0,3.0,4:36.714,0.0,,1:34.584,0.0,1:38.096,0.0,1:24.034,0.0,44.9,9:30.573,16:18,1:34.584,1:38.096,1:24.034,,Nick Heidfeld,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,0.0,4.0,3:26.022,0.0,,1:20.520,0.0,1:09.807,0.0,55.695,0.0,60.3,12:56.595,16:22,1:20.520,1:09.807,0:55.695,,Nick Heidfeld,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,0.0,5.0,1:49.500,0.0,,38.730,0.0,35.837,0.0,34.933,0.0,113.5,14:46.095,16:23,0:38.730,0:35.837,0:34.933,,Nick Heidfeld,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,0.0,6.0,1:49.001,0.0,,38.468,0.0,35.615,0.0,34.918,0.0,114.0,16:35.096,16:25,0:38.468,0:35.615,0:34.918,,Nick Heidfeld,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,0.0,7.0,1:49.012,0.0,,38.499,0.0,35.792,0.0,34.721,0.0,114.0,18:24.108,16:27,0:38.499,0:35.792,0:34.721,,Nick Heidfeld,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,0.0,8.0,1:48.416,0.0,,38.244,0.0,35.419,0.0,34.753,0.0,114.7,20:12.524,16:29,0:38.244,0:35.419,0:34.753,,Nick Heidfeld,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,0.0,9.0,1:47.977,0.0,,38.093,0.0,35.310,0.0,34.574,0.0,115.1,22:00.501,16:31,0:38.093,0:35.310,0:34.574,,Nick Heidfeld,,,./Total_Lap_Num/2014-2015\Bejing\Race\Analysis_Race.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
